Hole Depth (feet),Bit Depth (feet),Rate Of Penetration (ft_per_hr),Weight on Bit (klbs),Rotary RPM (RPM),Standpipe Pressure (psi),Total Pump Output (gal_per_min),Differential Pressure (psi),Convertible Torque (kft_lb),Inclination (degrees),Azimuth (degrees),Gamma at Bit (api),Hook Load (klbs),Block Height (feet),Magnetic Toolface (degrees),Gravity Toolface (degrees),Rig Super State (unitless),Rig Sub State (unitless),RSS STEERING % (percent),RSS PRG STEERING % (percent),AutoDriller WOB SP (klbs),AutoDriller Diff Press SP (psi),AutoDriller On Bottom ROP Setpoint (ft_per_hr),YYYY/MM/DD,HH:MM:SS
1524,1524,620.51,64.4,50.23,3587.25,895.03,950.8,19.008,3.67,218.65,93.47,68.2,56.7,113.49,-168.75,1,1,6,0,63,1500,750,9/14/2024,6:12:55
1525,1525,615.91,64.2,50.46,3571.01,895.69,952.01,19.12,3.67,218.65,93.47,69.3,55.7,113.49,-168.75,1,1,6,0,63,1500,750,9/14/2024,6:13:01
1526,1526,601.57,63.6,50.49,3576.01,895.69,946.71,19.606,3.67,218.65,93.47,69.4,54.7,113.49,163.13,1,1,6,0,63,1500,750,9/14/2024,6:13:07
1527,1527,601.04,60.9,50.51,3506,895.69,874.18,17.813,3.67,218.65,93.47,77.5,53.7,113.49,163.13,1,1,6,0,63,1500,750,9/14/2024,6:13:11
1528,1528,628.35,66.3,50.57,3511.01,895.69,920.92,17.851,3.67,218.65,93.47,71.3,52.7,113.49,163.13,1,1,6,0,63,1500,750,9/14/2024,6:13:17
1529,1529,657.72,63,50.74,3589.76,895.69,927.42,17.963,3.67,218.65,93.47,73.1,51.7,113.49,163.13,1,1,6,0,63,1500,750,9/14/2024,6:13:22
1530,1530,674.04,66,50.49,3511.01,895.03,898.59,18.784,3.67,218.65,84.69,73.4,50.7,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:13:28
1531,1531,57.34,6.2,11.37,2826.01,898.35,150.77,6.237,3.67,218.65,69.63,132.2,49.7,113.49,-5.63,1,2,6,0,15,200,65,9/14/2024,6:21:23
1532,1532,70.86,6.5,0.03,2844.76,897.68,166.88,2.801,3.67,218.65,69.63,125.4,48.7,113.49,11.25,1,2,6,0,15,225,75,9/14/2024,6:22:15
1533,1533,83.11,5.6,0.09,2812.26,897.68,165.49,2.764,3.67,218.65,60.22,125.4,47.7,113.49,28.13,1,2,6,0,15,225,90,9/14/2024,6:22:59
1534,1534,91,8.6,0.06,2823.51,897.68,187.73,3.137,3.67,218.65,47.05,124,46.7,113.49,5.63,1,2,6,0,15,225,90,9/14/2024,6:23:40
1535,1535,90.6,9.7,0.09,2864.76,897.02,198.87,3.249,3.67,218.65,33.88,122.4,45.7,113.49,-5.63,1,2,6,0,15,235,95,9/14/2024,6:24:19
1536,1536,95.7,7.6,0,2853.51,897.68,191.81,2.988,3.67,218.65,28.23,123.2,44.7,113.49,11.25,1,2,6,0,15,245,100,9/14/2024,6:24:57
1537,1537,104.58,9,0,2841,897.02,215.85,3.585,3.67,218.65,75.28,122.9,43.7,113.49,5.63,1,2,6,0,15,245,105,9/14/2024,6:25:32
1538,1538,103.62,10.1,0.06,2877.25,897.68,237.56,3.548,3.67,218.65,77.79,121,42.7,113.49,-16.88,1,2,6,0,15,245,105,9/14/2024,6:26:08
1539,1539,104.05,8.9,0.06,2873.51,897.68,204.05,3.249,3.67,218.65,82.81,122.3,41.7,113.49,0,1,2,6,0,15,245,105,9/14/2024,6:26:43
1540,1540,103.59,11.3,0,2881.01,897.02,230.23,3.436,3.67,218.65,87.2,120.9,40.7,113.49,5.63,1,2,6,0,15,245,110,9/14/2024,6:27:19
1541,1541,99.52,14.2,0.52,2904.76,897.68,264.73,4.892,3.67,218.65,91.59,121.5,39.7,113.49,-22.5,1,2,6,0,15,245,110,9/14/2024,6:27:56
1542,1542,108.92,11.1,0.03,2868.5,897.68,230.41,3.473,3.67,218.65,93.47,123,38.7,113.49,28.13,1,2,6,0,15,255,115,9/14/2024,6:28:29
1543,1543,112.67,11,0,2912.26,897.02,242.35,3.548,3.67,218.65,90.96,120.2,37.7,113.49,0,1,2,6,0,15,265,115,9/14/2024,6:29:02
1544,1544,113.18,11.4,0.09,2893.51,897.68,238.15,3.697,3.67,218.65,73.4,120.3,36.7,113.49,0,1,2,6,0,15,265,115,9/14/2024,6:29:34
1545,1545,110.69,12,0,2921.01,897.02,250.76,3.846,3.67,218.65,95.98,120,35.7,113.49,5.63,1,2,6,0,15,265,115,9/14/2024,6:30:07
1546,1546,114.29,10.5,0.09,2928.51,897.68,248.3,3.846,3.67,218.65,80.3,120.7,34.7,113.49,-5.63,1,2,6,0,15,275,120,9/14/2024,6:30:39
1547,1547,114.5,10.7,0,2918.51,897.68,254.38,3.996,3.67,218.65,96.61,120,33.7,113.49,-11.25,1,2,6,0,15,275,120,9/14/2024,6:31:11
1548,1548,115.88,10.6,0,2903.5,897.02,254.5,3.809,3.67,218.65,74.65,120,32.7,113.49,-5.63,1,2,6,0,15,275,120,9/14/2024,6:31:42
1549,1549,119.1,10.4,0.09,2919.76,897.02,241.03,3.622,3.67,218.65,23.84,121.6,31.7,113.49,5.63,1,2,6,0,15,275,125,9/14/2024,6:32:12
1550,1550,121.91,11.2,0,2912.26,898.34,261.16,4.295,3.67,218.65,16.94,120.7,30.7,113.49,11.25,1,2,6,0,15,275,125,9/14/2024,6:32:42
1551,1551,121.36,14.9,0.09,2949.75,897.02,304.6,4.78,3.67,218.65,12.55,119.3,29.7,113.49,-5.63,1,2,6,0,15,275,125,9/14/2024,6:33:16
1552,1552,106.54,14.4,0.63,2949.75,897.02,319.56,5.452,3.67,218.65,13.8,119.7,28.7,113.49,-22.5,1,2,6,0,15,275,125,9/14/2024,6:33:54
1553,1553,113.32,13.2,0.03,2969.75,897.68,307.26,4.817,3.67,218.65,13.8,122.1,27.7,113.49,-22.5,1,2,6,0,15,285,130,9/14/2024,6:34:26
1554,1554,133.09,11.6,0,2921.01,897.68,273.47,4.369,3.67,218.65,13.8,121.9,26.7,113.49,-22.5,1,2,6,0,15,285,140,9/14/2024,6:34:53
1555,1555,136,14.2,0.03,2929.75,897.02,284.78,4.332,3.67,218.65,47.68,117.3,25.7,113.49,11.25,1,2,6,0,16,295,150,9/14/2024,6:35:19
1556,1556,137.64,15.7,0.11,2958.5,897.68,325.35,4.631,3.67,218.65,102.25,117.9,24.7,113.49,0,1,2,6,0,16,295,150,9/14/2024,6:35:47
1557,1557,136.2,12.8,0.03,2974.76,897.02,317.73,5.116,3.67,218.65,85.32,120.3,23.7,113.49,-11.25,1,2,6,0,16,305,150,9/14/2024,6:36:14
1558,1558,133.66,13.7,0.06,2964.75,897.02,313.72,4.817,3.67,218.65,109.15,118.7,22.7,113.49,-11.25,1,2,6,0,16,305,150,9/14/2024,6:36:40
1559,1559,135.9,14.7,1.09,2992.25,897.02,318.84,6.61,3.67,218.65,100.37,118,21.7,113.49,-16.88,1,2,6,0,16,305,150,9/14/2024,6:37:08
1560,1560,141.47,13.3,0,2959.76,897.02,310.5,4.929,3.67,218.65,100.37,119,20.7,113.49,11.25,1,2,6,0,16,325,150,9/14/2024,6:37:34
1561,1561,138.77,16.4,0,2991,897.02,344.46,5.751,3.67,218.65,85.94,116.3,19.7,113.49,-11.25,1,2,6,0,17,325,150,9/14/2024,6:38:02
1562,1562,143.76,13.1,0,2967.26,897.02,309.87,5.303,3.67,218.65,93.47,118.1,18.7,113.49,-5.63,1,2,6,0,17,325,150,9/14/2024,6:38:27
1563,1563,144.89,14.1,0.03,2958.5,897.02,304.09,5.116,3.67,218.65,84.06,116.6,17.7,113.49,-5.63,1,2,6,0,17,335,155,9/14/2024,6:38:52
1564,1564,148,14.1,0.09,2972.25,897.02,327.78,5.415,3.67,218.65,97.86,116.9,16.7,113.49,-5.63,1,2,6,0,17,335,155,9/14/2024,6:39:17
1565,1565,144.86,14.1,0.03,2962.26,897.68,318.04,5.34,3.67,218.65,97.86,115.3,15.7,113.49,-5.63,1,2,6,0,17,335,155,9/14/2024,6:39:42
1566,1566,131.11,43.1,50.57,3513.5,897.02,860.02,19.979,3.67,218.65,104.14,133.3,14.8,113.49,73.13,1,1,6,0,63,1500,750,9/14/2024,6:40:28
1567,1567,249.92,57.6,50.66,3612.26,895.69,1006.58,19.83,3.67,218.65,104.14,83.7,13.7,113.49,73.13,1,1,6,0,63,1500,750,9/14/2024,6:40:33
1568,1568,409.3,62.9,50.23,3662.25,895.02,1052.66,20.315,3.67,218.65,104.14,69.1,12.7,113.49,73.13,1,1,6,0,63,1500,750,9/14/2024,6:40:38
1569,1569,588.09,69.2,50.57,3671.01,895.69,1041.86,21.398,3.67,218.65,104.14,67.7,11.7,113.49,135,1,1,6,0,63,1500,750,9/14/2024,6:40:45
1570,1570,617.52,65.1,51.09,3764.75,895.69,1139.9,22.706,3.67,218.65,107.9,73.2,10.7,113.49,135,1,1,6,0,63,1500,750,9/14/2024,6:40:52
1571,1571,611.44,63.5,50.63,3586.01,896.35,943.27,19.083,3.67,218.65,107.9,67.5,9.6,113.49,135,1,1,6,0,63,1500,750,9/14/2024,6:40:57
1572,1572,586.06,63,50.86,3507.25,895.03,859.41,18.149,3.67,218.65,107.9,66.8,8.7,113.49,157.5,1,1,6,0,63,1500,750,9/14/2024,6:41:03
1573,1573,601.18,66.1,50.46,3591.01,895.02,974.51,19.046,3.67,218.65,107.9,68.8,7.6,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:41:09
1574,1574,608.69,65.2,50.49,3663.5,895.02,1042.96,20.166,3.67,218.65,107.9,66.5,6.7,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:41:16
1575,1575,600.61,63.5,50.51,3634.75,894.36,1029.69,19.681,3.67,218.65,78.41,66.7,5.7,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:41:23
1576,1576,563.85,63.1,50.34,3552.26,895.69,947.64,18.299,3.67,218.65,78.41,67.2,4.7,113.49,157.5,1,1,6,0,63,1500,750,9/14/2024,6:41:29
1577,1577,75.94,32.4,50.66,3312.26,903.67,670.61,16.992,3.67,218.65,78.41,135.1,97.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:16
1578,1578,190.05,58.5,50.92,3517.26,902.33,887.38,20.315,3.67,218.65,78.41,95.2,96.7,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:22
1581,1581,392.75,63.7,50.63,3643.51,901.67,1051.63,19.755,3.67,218.65,78.41,70.3,95.7,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:28
1582,1582,556.9,63.7,50.57,3653.51,903,1044.5,20.278,3.67,218.65,78.41,71.4,94.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:34
1583,1583,620.77,64.7,50.46,3801.01,901.67,1140.64,20.652,3.67,218.65,78.41,71.5,93.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:40
1584,1584,623.37,64.3,50.86,3743.5,901.01,1129.33,20.278,3.67,218.65,78.41,71.1,92.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:46
1585,1585,618.16,66.9,50.92,3739.76,901.67,1107.5,19.643,3.67,218.65,78.41,78.1,91.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:53
1586,1586,595.74,53.5,50.94,3418.5,903,860.59,15.274,3.67,218.65,78.41,82.1,90.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:44:57
1587,1587,608.5,57.4,50.4,3408.51,902.34,750.93,15.274,3.67,218.65,78.41,83.1,89.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:02
1588,1588,659.16,68.2,50.63,3777.25,901.67,1157.6,21.996,3.67,218.65,78.41,72.9,88.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:09
1589,1589,661.87,68.4,50.66,3863.51,901.01,1216.08,24.274,3.67,218.65,78.41,69.4,87.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:18
1590,1590,584.76,67.1,50.43,3826,903,1180.21,21.697,3.67,218.65,78.41,71.3,86.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:27
1591,1591,450.22,65,51.2,3889.76,901.01,1185.5,21.921,3.67,218.65,78.41,72.2,85.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:37
1592,1592,395.1,64,56.14,3857.26,901.67,1204.69,23.116,3.67,218.65,78.41,80.9,84.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:45
1593,1593,417.94,61.3,55.97,3776.01,901.67,1131.7,21.921,3.67,218.65,78.41,83.3,83.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:50
1594,1594,495.43,63.6,56.14,3829.76,901.67,1154.46,22.818,3.67,218.65,78.41,74.6,82.5,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:45:56
1595,1595,570.47,62,55.82,3793.51,901.01,1164.3,22.818,3.67,218.65,78.41,79.1,81.6,113.49,174.38,1,1,6,0,63,1500,750,9/14/2024,6:46:02
1596,1596,612.58,61.3,56.14,3609.76,901.01,978.3,19.793,3.67,218.65,78.41,78.7,80.5,113.49,174.38,1,1,6,0,63,1500,790,9/14/2024,6:46:07
1597,1597,653.22,63.2,57.29,3593.51,902.34,990.59,20.017,3.67,218.65,78.41,99,79.5,113.49,174.38,1,1,6,0,63,1500,790,9/14/2024,6:46:12
1598,1598,689.94,60.9,55.82,3531.01,901.67,927.41,17.851,3.67,218.65,78.41,80.7,78.5,113.49,174.38,1,1,6,0,63,1500,810,9/14/2024,6:46:16
1599,1599,727.57,63.3,55.45,3693.51,901.67,1035.62,18.598,3.67,218.65,78.41,70.9,77.5,113.49,174.38,1,1,6,0,63,1500,810,9/14/2024,6:46:20
1600,1600,756.02,62.2,55.14,3661.01,902.33,1052.84,17.925,3.67,218.65,78.41,69.7,76.6,113.49,174.38,1,1,6,0,63,1500,810,9/14/2024,6:46:25
1601,1601,53.05,9.9,6.37,2849.75,903.67,219.25,5.863,3.68,220.28,60.85,134.5,75.3,113.49,5.63,1,2,6,0,17,250,90,9/14/2024,6:53:31
1602,1602,109.1,13.5,0.06,2939.76,903.67,291.48,3.734,3.68,220.28,54.58,124,74.6,113.49,28.13,1,2,6,0,17,325,120,9/14/2024,6:54:05
1603,1603,113.37,19.6,0.98,2969.75,904.33,312.26,5.004,3.68,220.28,65.87,120.6,73.6,113.49,-33.75,1,2,6,0,19,325,120,9/14/2024,6:54:56
1604,1604,73.85,20.8,0.34,3019.75,903.67,377.82,5.415,3.68,220.28,57.09,120.2,72.6,113.49,-16.88,1,2,6,0,20,350,120,9/14/2024,6:55:42
1605,1605,123.82,15,0.52,2993.51,903.67,320.34,5.303,3.68,220.28,58.97,120.1,71.6,113.49,-22.5,1,2,6,0,20,350,130,9/14/2024,6:56:12
1606,1606,127.8,20.5,0,2966.01,903.67,365.66,5.415,3.68,220.28,58.97,119.7,70.6,113.49,5.63,1,2,6,0,21,375,140,9/14/2024,6:56:40
1607,1607,127.62,22.5,0.09,3094.76,903.67,410.1,5.527,3.68,220.28,48.3,113,69.6,113.49,-11.25,1,2,6,0,21,375,140,9/14/2024,6:57:25
1608,1608,133.41,21,0.09,3072.25,903.67,430.21,5.751,3.68,220.28,57.09,120.5,68.6,113.49,-22.5,1,2,6,0,21,375,140,9/14/2024,6:57:53
1609,1609,147.6,13.8,0.03,2998.5,903.67,318.93,4.369,3.68,220.28,50.19,120.8,67.6,113.49,16.88,1,2,6,0,21,375,150,9/14/2024,6:58:17
1610,1610,155.08,14.8,0.06,2997.25,903.67,341.24,4.332,3.68,220.28,50.19,120,66.6,113.49,5.63,1,2,6,0,21,375,160,9/14/2024,6:58:40
1611,1611,156.08,16.5,0.06,3017.25,903.67,383.45,5.042,3.68,220.28,34.5,119.6,65.6,113.49,-11.25,1,2,6,0,21,375,160,9/14/2024,6:59:05
1612,1612,146.06,16.5,0,2996.01,904.33,380.56,5.004,3.68,220.28,23.21,126.4,64.6,113.49,-22.5,1,2,6,0,21,375,160,9/14/2024,6:59:29
1613,1613,159.6,16.2,0.06,3041.01,903.67,382.58,5.004,3.68,220.28,23.21,125.5,63.6,113.49,-11.25,1,2,6,0,21,375,170,9/14/2024,6:59:52
1614,1614,160.97,17.1,0.09,3017.25,904.33,382.33,5.079,3.68,220.28,23.21,124.9,62.6,113.49,-16.88,1,2,6,0,21,375,170,9/14/2024,7:00:15
1615,1615,159.15,21.9,0.69,3133.5,903.67,464.02,7.095,3.68,220.28,20.7,121.2,61.6,113.49,-28.13,1,2,6,0,21,375,170,9/14/2024,7:00:45
1616,1616,148.05,16.2,0.06,3036.01,903.67,377.01,5.49,3.68,220.28,16.94,119.9,60.6,113.49,-5.63,1,2,6,0,21,375,170,9/14/2024,7:01:09
1617,1617,154.05,15.8,0.03,3034.76,904.33,368.89,5.303,3.68,220.28,14.43,120,59.6,113.49,-5.63,1,2,6,0,21,375,170,9/14/2024,7:01:33
1618,1618,155.36,21.5,0.11,3071.01,903.67,420.57,5.714,3.68,220.28,33.88,119.8,58.6,113.49,0,1,2,6,0,21,385,170,9/14/2024,7:01:57
1619,1619,151.04,21.9,0.03,3059.75,903.67,416.18,5.788,3.68,220.28,33.88,120,57.6,113.49,5.63,1,2,6,0,21,385,170,9/14/2024,7:02:24
1620,1620,148.94,21,0.11,3064.75,903.67,403.66,5.639,3.68,220.28,63.99,117.5,56.6,113.49,-5.63,1,2,6,0,21,385,170,9/14/2024,7:02:47
1621,1621,165.65,18.1,0,3024.75,903.67,375.3,4.967,3.68,220.28,63.99,121.7,55.6,113.49,-11.25,1,2,6,0,21,385,170,9/14/2024,7:03:09
1622,1622,166.84,13.4,0,3047.26,903.67,370.75,5.042,3.68,220.28,75.91,124.3,54.6,113.49,11.25,1,2,6,0,21,385,180,9/14/2024,7:03:30
1623,1623,171.35,14.2,0.06,3042.26,904.33,377.41,4.929,3.68,220.28,47.05,121.7,53.5,113.49,28.13,1,2,6,0,21,395,190,9/14/2024,7:03:51
1624,1624,173.87,15.5,0.14,3039.75,903.67,396.4,5.266,3.68,220.28,20.7,118.9,52.6,113.49,11.25,1,2,6,0,21,395,190,9/14/2024,7:04:12
1625,1625,173.26,15.5,0.11,3043.51,903.67,394.37,5.266,3.68,220.28,20.7,119.3,51.6,113.49,-11.25,1,2,6,0,21,395,190,9/14/2024,7:04:33
1626,1626,171.11,17.3,0.11,3102.26,903.67,437.57,5.788,3.68,220.28,26.35,121.6,50.6,113.49,-5.63,1,2,6,0,21,395,190,9/14/2024,7:04:54
1627,1627,185.41,11.3,0,2952.26,903.67,347.36,4.444,3.68,220.28,26.35,124.7,49.6,113.49,-11.25,1,2,6,0,21,395,190,9/14/2024,7:05:13
1628,1628,190.38,17.5,0,3039.75,903.67,416.03,5.303,3.68,220.28,57.71,122,48.6,113.49,22.5,1,2,6,0,21,415,200,9/14/2024,7:05:33
1629,1629,188.19,20.4,0.09,3114.75,903.67,490.7,7.357,3.68,220.28,84.06,119.6,47.6,113.49,-5.63,1,2,6,0,21,415,200,9/14/2024,7:05:55
1630,1630,162.09,23.3,0.09,3092.25,903.67,493.77,6.722,3.68,220.28,50.19,120.5,46.5,113.49,-11.25,1,2,6,0,21,415,200,9/14/2024,7:06:22
1631,1631,147.29,22.5,0.09,3152.26,903.67,478.78,6.685,3.68,220.28,32.62,121.6,45.6,113.49,-16.88,1,2,6,0,21,415,200,9/14/2024,7:06:57
1632,1632,168.48,17.6,1.44,3101,904.33,439.2,6.423,3.68,220.28,32.62,118.8,44.6,113.49,-22.5,1,2,6,0,21,415,200,9/14/2024,7:07:18
1633,1633,175.3,17.3,0.29,3067.25,903.67,441.46,6.087,3.68,220.28,30.74,119.1,43.6,113.49,-22.5,1,2,6,0,21,415,200,9/14/2024,7:07:38
1634,1634,175.95,18,0.06,3096.01,903.67,438.94,5.9,3.68,220.28,30.74,118.5,42.6,113.49,-22.5,1,2,6,0,21,415,200,9/14/2024,7:07:59
1635,1635,174.83,17.2,0.06,3084.76,903.67,433.73,5.826,3.68,220.28,24.47,118.8,41.6,113.49,-11.25,1,2,6,0,21,415,200,9/14/2024,7:08:20
1636,1636,125.07,38.7,56.71,3458.5,903.67,870.76,18.896,3.68,220.28,21.33,134.5,40.6,113.49,90,1,1,6,0,30,1500,810,9/14/2024,7:09:07
1637,1637,245.19,35.6,56.71,3387.26,903,791.57,15.013,3.68,220.28,21.33,117.5,39.5,113.49,123.75,1,1,6,0,40,1500,810,9/14/2024,7:09:13
1638,1638,436.87,41.6,55.65,3574.75,901.01,957.52,18.149,3.68,220.28,21.33,105.4,38.6,113.49,123.75,1,1,6,0,40,1500,810,9/14/2024,7:09:20
1639,1639,535.79,50.5,55.59,3647.26,900.35,1015.77,18.635,3.68,220.28,21.33,93.3,37.5,113.49,123.75,1,1,6,0,50,1500,810,9/14/2024,7:09:27
1640,1640,545.2,54.3,55.57,3637.26,901.01,1041.47,18.598,3.68,220.28,19.45,82.9,36.5,113.49,123.75,1,1,6,0,60,1500,810,9/14/2024,7:09:33
1641,1641,548.99,59.6,55.48,3691.01,901.01,1079.17,18.635,3.68,220.28,19.45,74.8,35.5,113.49,174.38,1,1,6,0,60,1500,810,9/14/2024,7:09:39
1642,1642,579.14,61.2,55.39,3777.25,901.67,1065.08,19.979,3.68,220.28,19.45,77.8,34.5,113.49,174.38,1,1,6,0,60,1500,810,9/14/2024,7:09:44
1643,1643,617.69,60.6,55.39,3771,901.01,1149.86,20.315,3.68,220.28,19.45,73.8,33.5,113.49,174.38,1,1,6,0,60,1500,810,9/14/2024,7:09:50
1644,1644,644.63,60.7,55.62,3814.76,901.01,1176.73,20.652,3.68,220.28,57.71,72.6,32.5,113.49,174.38,1,1,6,0,60,1500,810,9/14/2024,7:09:55
1645,1645,649.62,63,55.68,3788.51,901.67,1166.42,19.83,3.68,220.28,57.71,72.6,31.5,113.49,180,1,1,6,0,63,1500,810,9/14/2024,7:10:01
1646,1646,649.25,64.5,55.16,3791,901.01,1169.7,20.428,3.68,220.28,57.71,71.2,30.5,113.49,180,1,1,6,0,63,1500,810,9/14/2024,7:10:07
1647,1647,646.09,63.7,55.31,3784.75,901.01,1193.23,20.577,3.68,220.28,57.71,71.4,29.5,113.49,180,1,1,6,0,63,1500,810,9/14/2024,7:10:12
1648,1648,646.72,64.2,55.62,3818.5,902.34,1173.5,20.95,3.68,220.28,57.71,69,28.5,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:10:18
1649,1649,648.4,64.5,55.31,3692.26,900.34,1109.84,20.428,3.68,220.28,57.71,72.6,27.5,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:10:23
1650,1650,655.85,64.5,55.8,3718.51,901.01,1078.48,20.428,3.68,220.28,19.45,74.9,26.5,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:10:28
1651,1651,667.74,64.5,55.51,3771,900.35,1122.69,18.859,3.68,220.28,19.45,71.2,25.6,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:10:34
1652,1652,672.31,65.1,55.48,3752.26,901.01,1110.45,19.718,3.68,220.28,19.45,72.1,24.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:10:39
1653,1653,670.45,66.2,55.28,3872.25,901.01,1227.11,21.697,3.68,220.28,19.45,71.3,23.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:10:45
1654,1654,664.55,65.1,55.22,3807.26,900.34,1184.05,20.764,3.68,220.28,19.45,72.5,22.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:10:51
1655,1655,649.17,64,55.48,3736,901.01,1129.92,19.793,3.68,220.28,30.74,69.7,21.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:10:56
1656,1656,632.09,63.8,55.8,3633.51,902.33,1034.77,20.353,3.68,220.28,30.74,78.4,20.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:02
1657,1657,636.64,58.6,55.45,3419.76,903.67,792.2,15.946,3.68,220.28,30.74,76.7,19.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:06
1658,1658,671.44,65.4,55.48,3592.26,902.33,983.12,19.382,3.68,220.28,30.74,73.8,18.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:11
1659,1659,712.9,65.2,55.77,3702.25,901.01,1058.12,21.137,3.68,220.28,30.74,72.2,17.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:17
1660,1660,716.32,64.1,55.51,3691.01,901.01,1069.76,20.278,3.68,220.28,30.74,72.1,16.5,113.49,168.75,1,1,6,0,63,1500,810,9/14/2024,7:11:22
1661,1661,708.27,65,55.31,3677.26,901.67,1067.86,19.942,3.68,220.28,30.74,70.7,15.5,113.49,168.75,1,1,6,0,63,1500,810,9/14/2024,7:11:28
1662,1662,675.61,64.8,55.8,3766.01,900.35,1112.7,20.764,3.68,220.28,30.74,71.7,14.5,113.49,168.75,1,1,6,0,63,1500,810,9/14/2024,7:11:34
1663,1663,648.44,62.7,55.71,3673.51,901.67,1025.91,20.129,3.68,220.28,11.29,70.4,13.5,113.49,168.75,1,1,6,0,63,1500,810,9/14/2024,7:11:39
1664,1664,642.4,63.2,55.19,3669.75,903,1054.73,20.054,3.68,220.28,11.29,68.6,12.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:44
1665,1665,654.47,63.6,55.74,3696,901.67,1062.93,20.241,3.68,220.28,11.29,69.3,11.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:50
1666,1666,664.18,64.2,55.28,3654.75,901.01,1048.7,19.793,3.68,220.28,11.29,69.3,10.6,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:11:55
1667,1667,665.61,64.4,55.34,3632.26,901.67,1048.7,20.913,3.68,220.28,30.11,70.9,9.5,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:12:01
1668,1668,662.49,67.1,56.14,3581,901.01,980.25,19.83,3.68,220.28,30.11,70.5,8.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:12:07
1669,1669,651.23,65.4,55.85,3444.75,901.67,900.72,18.896,3.68,220.28,30.11,70.4,7.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:12:13
1670,1670,632.66,62.3,55.74,3463.51,902.33,794.06,20.801,3.68,220.28,30.11,70.4,6.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:12:19
1671,1671,614.54,63.6,55.65,3438.5,901.67,768.92,19.606,3.68,220.28,30.11,69.7,5.5,113.49,157.5,1,1,6,0,63,1500,810,9/14/2024,7:12:24
1672,1672,623.6,64.9,55.68,3207.25,903,599.17,21.062,3.68,220.28,30.11,71.4,4.6,113.49,163.13,1,1,6,0,63,1500,810,9/14/2024,7:12:30
1673,1673,86.57,36.6,55.45,3334.76,903.67,684.68,17.403,3.68,220.28,14.43,136.2,97.6,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:15:31
1674,1674,187.59,42.1,55.82,3537.26,901.67,915.01,17.664,3.68,220.28,14.43,98.5,96.7,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:15:36
1675,1675,300.19,52.4,55.57,3414.76,901.67,794.57,17.104,3.68,220.28,14.43,102,95.7,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:15:40
1676,1676,501.99,42.8,56.31,3288.5,903,794.57,14.415,3.68,220.28,14.43,107.8,94.7,113.49,-174.38,1,1,6,0,63,1500,810,9/14/2024,7:15:45
